,starttime,Lat,Lon,Base
548211,4/30/14 16:42,40.7369,-73.993,B02682
548212,4/30/14 16:42,40.756,-73.9834,B02682
548213,4/30/14 16:42,40.6467,-73.7785,B02682
548214,4/30/14 16:42,40.7474,-73.9805,B02682
548215,4/30/14 16:42,40.7464,-73.984,B02682
548216,4/30/14 16:42,40.7464,-73.984,B02682
548217,4/30/14 16:42,40.7638,-73.978,B02682
548218,4/30/14 16:42,40.7642,-73.9729,B02682
548219,4/30/14 16:42,40.742,-74.0036,B02682
548220,4/30/14 16:43,40.6461,-73.7768,B02682
548221,4/30/14 16:43,40.7761,-73.961,B02682
548222,4/30/14 16:43,40.745,-73.9939,B02682
548223,4/30/14 16:43,40.7483,-74.0056,B02682
548224,4/30/14 16:43,40.7379,-74.0285,B02682
548225,4/30/14 16:43,40.7635,-73.9791,B02682
548226,4/30/14 16:43,40.7589,-73.9785,B02682
548227,4/30/14 16:43,40.7429,-73.987,B02682
548228,4/30/14 16:43,40.778,-73.9761,B02682
548229,4/30/14 16:43,40.7445,-73.9749,B02682
548230,4/30/14 16:43,40.7564,-73.9858,B02682
548231,4/30/14 16:43,40.7651,-73.9551,B02682
548232,4/30/14 16:43,40.742,-73.9894,B02682
548233,4/30/14 16:43,40.7837,-73.9557,B02682
548234,4/30/14 16:43,40.7066,-74.0066,B02682
548235,4/30/14 16:43,40.7515,-74.0064,B02682
548236,4/30/14 16:43,40.7684,-73.8622,B02682
548237,4/30/14 16:43,40.7282,-74.0072,B02682
548238,4/30/14 16:43,40.7669,-73.9893,B02682
548239,4/30/14 16:44,40.7831,-73.9544,B02682
548240,4/30/14 16:44,40.7076,-74.0125,B02682
548241,4/30/14 16:44,40.7501,-73.9767,B02682
548242,4/30/14 16:44,40.7549,-73.9704,B02682
548243,4/30/14 16:44,40.7179,-74.0073,B02682
548244,4/30/14 16:44,40.7773,-73.9551,B02682
548245,4/30/14 16:44,40.7539,-73.9848,B02682
548246,4/30/14 16:44,40.7469,-73.9857,B02682
548247,4/30/14 16:44,40.7469,-73.9857,B02682
548248,4/30/14 16:44,40.7642,-73.9543,B02682
548249,4/30/14 16:44,40.754,-73.9867,B02682
548250,4/30/14 16:44,40.7225,-73.9937,B02682
548251,4/30/14 16:44,40.784,-73.9783,B02682
548252,4/30/14 16:44,40.7033,-74.0115,B02682
548253,4/30/14 16:45,40.7227,-74.0044,B02682
548254,4/30/14 16:45,40.7413,-73.9967,B02682
548255,4/30/14 16:45,40.7512,-73.9941,B02682
548256,4/30/14 16:45,40.7612,-73.9842,B02682
548257,4/30/14 16:45,40.7705,-73.8653,B02682
548258,4/30/14 16:45,40.7158,-74.006,B02682
548259,4/30/14 16:45,40.7837,-73.9566,B02682
548260,4/30/14 16:45,40.7666,-73.9688,B02682
548261,4/30/14 16:45,40.6462,-73.7768,B02682
548262,4/30/14 16:45,40.7746,-73.9629,B02682
548263,4/30/14 16:45,40.7663,-73.9831,B02682
548264,4/30/14 16:45,40.7405,-74.0057,B02682
548265,4/30/14 16:45,40.7551,-73.9764,B02682
548266,4/30/14 16:45,40.7623,-73.9625,B02682
548267,4/30/14 16:45,40.7602,-73.9738,B02682
548268,4/30/14 16:45,40.7147,-74.009,B02682
548269,4/30/14 16:46,40.743,-74.0025,B02682
548270,4/30/14 16:46,40.7538,-73.9802,B02682
548271,4/30/14 16:46,40.6927,-73.9708,B02682
548272,4/30/14 16:46,40.7063,-74.0094,B02682
548273,4/30/14 16:46,40.7533,-73.9806,B02682
548274,4/30/14 16:46,40.7699,-73.9545,B02682
548275,4/30/14 16:46,40.6979,-73.9712,B02682
548276,4/30/14 16:46,40.7621,-73.9724,B02682
548277,4/30/14 16:46,40.7367,-73.9888,B02682
548278,4/30/14 16:46,40.7415,-73.9853,B02682
